IEG;INDE;IAN;IPS;PONTO_VIRADA;PEDRA;IPV;IPP;IAA;IDA;ano;aluno_id
6.8;7.766252;5.0;7.5;0.0;Ametista;7.75;6.5625;9.500020000000001;10.0;2020;17
4.2;6.14;5.0;7.5;0.0;Ágata;8.8;8.4;9.5;2.6;2021;17
6.647869674185464;6.723325934837093;5.0;7.5;0.0;Ágata;7.5;5.9375;9.50002;5.5;2022;17
3.3;5.666;5.0;6.3;0.0;Ágata;5.2;7.7;10.0;5.3;2021;18
7.0;7.2055576666666665;5.0;7.5;0.0;Ágata;7.944446666666665;7.083333333333334;9.58335;6.5;2020;18
6.287640056022409;5.845721955648926;5.0;8.125;0.0;Quartzo;7.2499975;7.8125;0.0;5.222222222222222;2022;18
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;19
9.054621848739496;7.843149036414566;5.0;7.5;0.0;Ametista;8.111113333333334;6.666666666666666;10.00002;7.466666666666667;2022;19
6.3;6.751;5.0;7.5;0.0;Ágata;8.3;7.7;9.0;4.6;2021;19
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;20
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;20
9.552042160737813;8.616243765480895;10.0;7.5;1.0;Topázio;8.5;5.625;10.00002;8.466666666666667;2022;20
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;21
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;21
5.649085968379447;5.652385860342557;2.5;5.0;0.0;Quartzo;6.222216666666668;7.03125;7.91667;5.166666666666667;2022;21
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;22
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;22
8.982056590752244;8.098496318150449;10.0;7.5;0.0;Topázio;7.166665;4.6875;8.000020000000001;9.25;2022;22
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;23
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;23
7.7986963456071;7.78265826912142;5.0;7.5;0.0;Ametista;8.333335;6.5625;8.000020000000001;9.25;2022;23
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;24
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;24
9.320987654320987;8.26975686419753;10.0;6.875;1.0;Topázio;8.611119999999998;6.458333333333333;10.00002;6.75;2022;24
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;25
8.346320346320347;7.95176506926407;10.0;7.5;0.0;Ametista;8.249995;3.125;7.50002;9.1;2022;25
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;25
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;26
8.721340388007054;7.738020410934745;5.0;7.5;0.0;Ametista;7.083335;5.9375;9.000020000000001;9.166666666666666;2022;26
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;26
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;27
6.493506493506493;6.350091965367965;5.0;7.5;0.0;Ágata;7.111109999999999;5.625;9.000020000000001;4.583333333333333;2022;27
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;27
9.2;9.079;10.0;7.5;1.0;Topázio;9.9;9.4;8.3;8.8;2021;28
9.6;9.354725666666667;10.0;6.875;1.0;Topázio;9.944453333333334;10.0;9.58335;9.0;2020;28
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;28
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;29
4.832296380090497;4.935556331573656;2.5;7.5;0.0;Quartzo;5.7083325;6.71875;0.0;5.777777777777778;2022;29
5.3;6.342;5.0;7.5;0.0;Ágata;7.9;7.5;9.6;3.8;2021;29
10.0;7.125001;10.0;7.5;0.0;Ágata;6.916665;2.5;7.9166799999999995;4.75;2020;30
9.005163410197735;8.083535682039548;5.0;7.5;0.0;Topázio;8.250005;5.625;10.00002;9.1;2022;30
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;30
7.317867317867318;7.263157796906798;10.0;7.5;0.0;Ametista;6.666665;5.3125;6.91668;7.466666666666667;2022;31
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;31
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;31
8.333333333333334;6.792708666666667;5.0;7.5;0.0;Ágata;7.75;7.34375;7.91667;4.0;2022;32
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;32
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;32
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;33
4.5;7.013888333333334;10.0;7.5;0.0;Ágata;6.277773333333332;7.083333333333334;6.66667;8.666666666666666;2020;33
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;33
2.9;6.129;5.0;7.5;0.0;Ágata;8.7;7.7;6.9;5.5;2021;34
9.3;7.698890666666667;5.0;6.875;0.0;Ametista;7.944443333333334;8.125;8.500020000000001;7.0;2020;34
7.056167617548691;6.666787745731961;5.0;7.5;0.0;Ágata;6.41666;7.5;7.5;6.111111111111111;2022;34
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;35
9.4;8.416;5.0;7.5;1.0;Topázio;9.4;8.4;9.2;8.2;2021;35
6.1;6.64396;5.0;6.25;0.0;Ágata;8.29167;7.65625;8.75001;5.0;2020;35
9.9;8.307780333333334;5.0;7.5;0.0;Ametista;8.222226666666668;8.749999999999998;9.58335;8.0;2020;36
6.4;6.246;5.0;3.8;0.0;Ágata;7.9;7.3;8.3;4.7;2021;36
8.074712643678161;6.854039584291188;5.0;6.25;0.0;Ágata;7.7916675;7.96875;5.83333;5.877777777777777;2022;36
7.7;6.6788913333333335;10.0;4.375;0.0;Ágata;7.77778;6.458333333333333;10.000020000000001;2.5;2020;37
5.4;6.154;10.0;6.9;0.0;Ágata;6.7;7.5;0.0;6.5;2021;37
9.041585445094215;7.55554175568551;5.0;7.5;0.0;Ametista;7.777779999999999;6.25;8.500020000000001;7.333333333333333;2022;37
6.721726190476191;6.695387571428572;5.0;6.25;0.0;Ágata;7.20833;7.34375;9.16668;5.666666666666667;2022;38
6.9;6.847;10.0;7.5;0.0;Ágata;7.8;7.5;3.8;5.1;2021;38
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;38
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;39
9.4;8.131388333333334;10.0;7.5;0.0;Ametista;6.777780000000001;8.541666666666666;6.24999;8.333333333333334;2020;39
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;39
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;40
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;40
7.8;7.334;5.0;7.5;0.0;Ametista;8.0;8.3;9.2;6.0;2021;40
5.0;6.1;5.0;7.5;0.0;Ágata;8.8;7.5;0.0;6.8;2021;41
8.3;7.460002;5.0;7.5;0.0;Ametista;7.75;7.5;8.000020000000001;7.25;2020;41
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;41
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;42
3.148809523809524;4.279765904761905;10.0;7.5;0.0;Quartzo;2.50001;0.0;9.000020000000001;2.5;2022;42
6.7;6.802;10.0;7.5;0.0;Ágata;6.0;7.2;10.0;4.0;2021;42
7.5;7.8052090000000005;10.0;7.5;0.0;Ametista;8.04167;7.96875;7.5;7.0;2020;43
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;43
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;43
6.8;6.218335;10.0;7.5;0.0;Ágata;7.916665;6.25;9.000020000000001;0.0;2020;44
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;44
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;44
9.166666666666666;6.730556;5.0;6.25;0.0;Ágata;6.777773333333332;6.25;7.916679999999999;5.0;2022;45
1.0;6.631252;5.0;7.5;0.0;Ágata;7.75;7.8125;8.500020000000001;10.0;2020;45
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;45
10.0;6.966669;10.0;7.5;0.0;Ágata;7.583335;7.5;9.500020000000001;0.0;2020;46
10.0;8.471;10.0;7.5;0.0;Topázio;8.4;8.1;8.5;6.9;2021;46
9.082456140350876;7.398436561403509;10.0;7.5;0.0;Ametista;6.888883333333333;6.041666666666667;8.500020000000001;5.0;2022;46
6.3;6.056;5.0;7.5;0.0;Ágata;5.8;7.5;8.5;4.0;2021;47
10.0;7.65278;5.0;7.5;0.0;Ametista;7.222223333333333;6.25;8.500020000000001;7.416666666666666;2022;47
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;47
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;48
3.803571428571429;3.914881285714285;5.0;6.25;0.0;Quartzo;4.625;5.625;5.41667;0.0;2022;48
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;48
10.0;8.339586333333333;5.0;7.5;1.0;Topázio;9.250005;6.5625;9.50002;8.166666666666666;2022;49
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;49
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;49
4.630580097651709;4.966393630641453;10.0;7.5;0.0;Quartzo;5.5833325;5.625;0.0;3.055555555555556;2022;50
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;50
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;50
9.203448275862067;6.953190321839081;5.0;7.5;0.0;Ágata;6.91666;5.625;9.000020000000001;5.083333333333334;2022;51
9.8;8.955835;10.0;7.5;0.0;Topázio;7.416665;8.125;9.500020000000001;10.0;2020;51
9.2;8.051;10.0;7.5;0.0;Ametista;8.6;7.7;9.0;5.4;2021;51
8.6;8.181112666666667;10.0;6.25;0.0;Ametista;8.22222;7.916666666666668;10.000020000000001;7.0;2020;52
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;52
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;52
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;53
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;53
10.0;8.696667999999999;10.0;7.5;0.0;Topázio;0.0;0.0;9.16668;8.2;2020;53
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;54
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;54
5.8;6.388;10.0;7.5;0.0;Ágata;5.8;7.3;7.5;4.1;2021;54
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;55
9.0;6.878125166666666;5.0;7.5;1.0;Ágata;8.666667499999999;8.28125;0.0;6.333333333333333;2020;55
8.9;8.219;5.0;8.1;1.0;Ametista;9.2;8.1;9.6;7.6;2021;55
7.5;6.777;5.0;5.6;0.0;Ágata;7.2;7.8;8.8;5.5;2021;56
3.597794117647059;3.036573379084968;5.0;5.0;0.0;Quartzo;4.500003333333333;3.28125;0.0;0.4444444444444445;2022;56
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;56
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;57
6.9;7.213;10.0;6.3;0.0;Ametista;7.0;7.7;8.3;6.0;2021;57
7.1;7.311667166666667;10.0;6.25;0.0;Ametista;7.5833325;7.5;8.33334;5.833333333333333;2020;57
7.991071428571429;7.305158063492064;5.0;7.5;0.0;Ametista;7.374995;8.125;7.91667;6.888888888888889;2022;58
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;58
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;58
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;59
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;59
3.6;6.563055666666668;10.0;7.5;0.0;Ágata;6.444439999999998;7.291666666666667;8.75001;6.0;2020;59
7.5;6.956;5.0;6.9;0.0;Ametista;7.7;7.2;7.9;6.1;2021;60
4.129901960784314;5.783132947712418;5.0;5.625;0.0;Quartzo;7.277773333333332;7.96875;8.33334;4.044444444444444;2022;60
9.7;7.679582333333333;5.0;6.875;0.0;Ametista;8.124995;8.4375;7.5;6.666666666666667;2020;60
1.3;3.017;5.0;5.6;0.0;Quartzo;5.1;6.9;0.0;0.0;2021;61
6.5;5.604168666666667;5.0;7.5;0.0;Quartzo;7.333333333333333;6.875;9.000020000000001;0.0;2020;61
7.787878787878788;6.410355757575758;5.0;7.5;0.0;Ágata;7.38889;6.25;10.00002;2.5;2022;61
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;62
4.6;5.704;5.0;7.5;0.0;Ágata;6.2;8.1;8.5;3.1;2021;62
6.9;6.330001333333334;5.0;7.5;0.0;Ágata;7.5;7.083333333333333;7.9166799999999995;3.5;2020;62
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;63
8.544103313840155;6.683821329434698;5.0;5.625;0.0;Ágata;6.91666;5.625;9.50002;5.083333333333334;2022;63
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;63
3.611111111111112;4.664931388888889;5.0;7.5;0.0;Quartzo;3.8333325;4.84375;8.75001;2.833333333333333;2022;64
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;64
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;64
9.555555555555555;7.987503111111112;5.0;5.625;1.0;Ametista;8.777783333333334;6.25;10.00002;8.166666666666666;2022;65
10.0;8.438;5.0;7.5;1.0;Topázio;10.0;8.1;10.0;6.9;2021;65
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;65
5.784722222222221;7.171874500000001;10.0;7.5;0.0;Ametista;6.5416625;7.34375;6.66667;7.777777777777779;2022;66
6.3;6.875;5.0;7.5;0.0;Ágata;7.7;8.5;8.0;5.9;2021;66
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;66
7.88220551378446;6.770192769423559;5.0;5.0;0.0;Ágata;7.916665;5.9375;9.000020000000001;5.583333333333333;2022;67
3.3;4.939;5.0;7.5;0.0;Quartzo;6.1;8.3;7.4;1.1;2021;67
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;67
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;68
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;68
7.6;5.988752;5.0;7.5;0.0;Quartzo;8.0;7.1875;9.000020000000001;0.0;2020;68
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;69
7.545642763034067;7.598297219273481;5.0;7.5;1.0;Ametista;8.5;5.625;10.00002;7.883333333333333;2022;69
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;69
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;70
8.833333333333332;8.205557333333335;10.0;7.5;1.0;Topázio;8.61111;6.666666666666666;10.00002;6.5;2022;70
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;70
0.0;0.0;5.0;5.0;0.0;0;0.0;0.0;7.4;3.6;2021;71
10.0;7.550001;5.0;5.0;0.0;Ametista;7.749995;2.5;8.500020000000001;9.5;2020;71
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;71
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;72
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;72
8.602540834845735;7.728843833635814;5.0;8.125;0.0;Ametista;8.083335;5.625;7.50002;8.833333333333332;2022;72
6.992521367521367;6.712044773504273;5.0;7.5;0.0;Ágata;6.2916575;6.71875;8.33334;6.5;2022;73
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;73
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;73
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;74
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;74
6.25;6.684722722222222;5.0;6.875;0.0;Ágata;7.4166675;7.5;7.91667;6.111111111111112;2022;74
9.2;9.108;10.0;7.5;1.0;Topázio;9.7;8.8;10.0;8.5;2021;75
10.0;9.687504;10.0;10.0;1.0;Topázio;9.75001;9.375;10.000020000000001;9.0;2020;75
9.660714285714286;9.441521857142858;10.0;9.375;1.0;Topázio;9.75001;9.21875;10.00002;8.5;2022;75
10.0;8.869;10.0;7.5;1.0;Topázio;9.2;7.5;10.0;7.6;2021;76
10.0;8.958334;10.0;10.0;0.0;Topázio;6.58333;7.5;8.91668;10.0;2020;76
9.419753086419751;8.306175283950617;10.0;7.5;0.0;Topázio;8.27778;5.833333333333334;10.00002;7.166666666666666;2022;76
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;77
10.0;7.854;5.0;7.5;0.0;Ametista;8.1;7.5;9.5;6.4;2021;77
8.237472766884531;7.901663220043574;5.0;8.75;0.0;Ametista;8.25;5.625;10.00002;8.333333333333332;2022;77
9.0;7.352085;5.0;7.5;0.0;Ametista;7.666665;7.1875;9.500020000000001;5.5;2020;78
9.2;6.339;5.0;7.5;0.0;Ágata;5.6;7.3;8.9;2.6;2021;78
9.480259870064968;7.604387307346327;5.0;7.5;0.0;Ametista;7.833336666666667;6.666666666666666;6.91668;7.666666666666666;2022;78
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;79
7.463924963924963;7.110494326118326;10.0;7.5;0.0;Ametista;7.20833;7.34375;9.58335;3.666666666666667;2022;79
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;79
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;80
9.296296296296296;6.580093259259259;5.0;5.625;0.0;Ágata;7.5;6.25;6.83334;4.25;2022;80
9.2;6.499723333333334;10.0;7.5;0.0;Ágata;7.444443333333333;7.291666666666667;6.9166799999999995;0.0;2020;80
5.8;6.188;5.0;2.5;0.0;Ágata;7.7;8.1;6.3;6.5;2021;81
7.402950310559007;7.474202506556246;5.0;8.125;1.0;Ametista;8.833336666666666;7.5;8.33334;6.655555555555555;2022;81
8.8;7.386391000000001;5.0;7.5;1.0;Ametista;9.11112;8.125;5.41667;6.0;2020;81
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;82
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;82
10.0;7.954169;5.0;7.5;0.0;Ametista;7.333335;6.875;8.500020000000001;8.5;2020;82
6.4;5.987;10.0;3.8;0.0;Ágata;6.7;7.3;6.7;3.0;2021;83
7.819047619047619;7.202977523809524;5.0;7.5;0.0;Ametista;7.750005;6.875;7.91667;6.8;2022;83
9.4;8.155003333333333;10.0;5.625;1.0;Ametista;9.166676666666666;8.958333333333332;9.16668;5.333333333333333;2020;83
10.0;8.750001000000001;10.0;10.0;0.0;Topázio;6.999995;7.5;9.000020000000001;8.5;2020;84
10.0;7.867;10.0;7.5;0.0;Ametista;8.3;7.5;3.5;6.8;2021;84
8.838383838383837;7.502401434343434;5.0;7.5;1.0;Ametista;8.444446666666666;6.458333333333334;9.000020000000001;6.25;2022;84
6.7;6.652;5.0;6.3;0.0;Ágata;7.0;4.7;9.5;6.9;2021;85
9.743589743589745;7.744553615384616;5.0;5.0;1.0;Ametista;8.833335;5.625;9.50002;7.583333333333333;2022;85
9.9;7.263334;5.0;2.5;0.0;Ágata;6.66666;2.5;9.500020000000001;10.0;2020;85
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;86
4.9;5.688333833333334;5.0;7.5;0.0;Quartzo;5.7083325;7.5;8.33334;3.6666666666666665;2020;86
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;86
7.8;8.004;10.0;7.5;0.0;Ametista;7.7;8.1;7.9;7.8;2021;87
5.652169521654815;6.644810737664296;5.0;5.625;0.0;Ágata;7.1250025;7.96875;9.16668;6.566666666666667;2022;87
9.2;8.188612666666666;10.0;5.625;1.0;Ametista;8.722226666666666;8.749999999999998;8.33334;6.666666666666667;2020;87
9.11793372319688;8.427269800194932;10.0;5.625;1.0;Topázio;9.0833375;8.90625;9.58335;6.877777777777777;2022;88
9.4;9.040420000000001;10.0;7.5;1.0;Topázio;9.58334;5.9375;10.000020000000001;9.5;2020;88
9.6;8.096;5.0;6.3;1.0;Ametista;9.1;8.1;9.5;7.4;2021;88
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;89
10.0;7.937502;5.0;7.5;0.0;Ametista;7.5;6.875;10.000020000000001;7.5;2020;89
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2022;89
5.8;7.073542833333333;5.0;7.5;0.0;Ágata;7.5000025;7.96875;8.33334;7.666666666666667;2020;90
5.0;5.994;5.0;7.5;0.0;Ágata;7.0;7.2;7.1;4.6;2021;90
3.004807692307692;5.195056982905983;5.0;7.5;0.0;Quartzo;6.888886666666665;6.71875;5.833320000000001;3.555555555555556;2022;90
6.4;6.846668;10.0;6.875;0.0;Ágata;7.58333;5.625;9.000020000000001;4.5;2020;91
7.918575677196368;7.412884468772608;5.0;7.5;0.0;Ametista;7.500003333333334;6.458333333333334;8.500020000000001;7.916666666666667;2022;91
0.0;4.2;10.0;7.5;0.0;Quartzo;2.5;5.6;9.5;2.2;2021;91
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;92
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2021;92
9.26450742240216;7.232068817813765;5.0;7.5;0.0;Ametista;7.66666;5.625;9.50002;5.416666666666666;2022;92
0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;2020;93
